RMOWNHH,OMB13CBSA,DIVISION,HHSEX,HHMAR,HHCITSHP,HHAGE,HHRACE,HHGRAD,NUMPEOPLE,HINCP
'-6','14460','1','2','1','1',30,'01','45',5,170000
'-6','14460','1','1','3','1',85,'01','39',1,46300
'-6','99998','3','2','6','1',31,'01','39',2,18000
'-6','14460','1','1','1','4',49,'02','44',5,92200
'-6','14460','1','2','6','4',62,'02','41',3,35500
'2','99998','7','1','4','1',70,'01','35',1,1200
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','1','1','1','1',36,'01','39',4,128000
'-6','99998','1','1','1','4',47,'01','34',4,300
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','2','1','1',36,'01','45',4,119250
'-6','99998','3','1','6','1',34,'01','43',1,55000
'1','14460','1','1','6','1',24,'01','44',2,42000
'-9','14460','1','2','6','1',58,'02','38',2,0
'2','14460','1','1','1','4',72,'04','45',2,6000
'-6','99998','1','2','4','1',51,'01','37',1,6000
'-6','99998','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','1','4','1',57,'01','42',1,90000
'-6','14460','1','1','2','1',45,'02','41',1,50000
'-6','14460','1','1','1','1',60,'01','41',5,130100
'-6','14460','1','1','1','4',57,'04','47',2,1174000
'-6','99998','3','2','6','5',54,'02','33',4,16500
'-6','14460','1','1','1','5',85,'04','45',2,8000
'-6','99998','3','1','1','1',55,'01','44',3,264000
'-6','14460','1','1','6','1',30,'01','44',2,194000
'-6','14460','1','1','4','1',78,'01','44',1,70000
'2','99999','3','2','4','1',69,'01','40',1,8060
'-6','99999','3','2','6','1',66,'01','45',2,85900
'2','99998','1','1','6','1',57,'02','31',1,800
'-6','99998','1','1','1','1',78,'01','39',2,94500
'-6','14460','1','2','4','1',67,'01','39',1,10200
'2','14460','1','2','6','2',26,'01','44',1,6000
'-6','99998','3','1','1','1',40,'01','45',4,673000
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'2','14460','1','2','6','5',30,'01','44',1,0
'-6','99998','1','2','1','1',39,'02','44',4,28000
'-6','99998','1','2','3','1',67,'01','39',1,2660
'-6','99998','1','2','1','1',41,'01','45',4,145000
'2','14460','1','2','4','3',51,'01','45',1,288000
'-6','14460','1','2','2','1',70,'01','46',2,116700
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','1','1','1',37,'01','44',5,60000
'-6','14460','1','2','3','1',85,'01','38',1,0
'2','14460','1','1','1','1',41,'01','44',3,175000
'-6','14460','1','2','6','1',79,'01','39',1,14000
'-6','14460','1','1','1','1',76,'01','45',3,192000
'-6','14460','1','2','4','1',62,'01','40',4,18020
'-6','14460','1','1','3','1',70,'01','42',2,33000
'-6','99998','3','2','6','1',49,'02','44',3,40000
'-6','99998','7','2','1','1',25,'01','39',2,49000
'-6','99998','3','1','1','1',59,'01','44',3,475500
'-6','99999','3','1','4','1',40,'02','39',1,39000
'-6','99998','5','1','1','1',78,'02','35',2,45600
'2','99998','3','2','6','1',24,'01','41',4,34600
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','2','6','1',71,'01','44',1,13000
'1','14460','1','1','6','1',26,'01','44',1,593900
'2','14460','1','1','6','4',33,'04','44',1,110000
'-6','99999','3','2','1','1',27,'01','39',4,25000
'-6','99998','1','1','1','5',53,'01','44',4,204500
'-6','99998','1','2','4','1',63,'01','35',1,1500
'-6','99998','1','1','6','1',62,'01','40',1,70000
'2','14460','1','1','1','1',75,'01','42',2,20400
'-6','14460','1','2','1','1',52,'01','44',4,217500
'-6','14460','1','2','4','1',65,'01','39',1,23000
'-6','14460','1','1','1','1',85,'01','39',2,1810
'-6','14460','1','1','1','1',69,'01','39',2,28600
'1','14460','1','1','1','1',41,'01','45',2,50000
'-6','14460','1','2','1','4',44,'04','44',3,658020
'-6','14460','1','1','4','1',79,'01','44',2,106000
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','14460','1','1','4','1',72,'01','44',1,25000
'-6','14460','1','2','1','1',37,'01','41',3,110000
'-6','99998','3','1','1','1',46,'01','39',3,256000
'1','14460','1','1','1','5',27,'06','33',6,43010
'-6','14460','1','1','6','5',23,'01','39',1,0
'2','14460','1','2','6','1',38,'01','43',1,40000
'-6','14460','1','2','6','1',41,'02','39',2,29800
'1','99999','3','1','6','1',24,'01','39',1,8500
'-6','99998','1','2','3','1',80,'01','41',1,660
'-6','19820','3','2','4','1',55,'01','40',3,49600
'-6','99998','3','2','3','1',76,'01','40',1,0
'-6','19820','3','2','1','1',64,'01','40',2,76000
'-6','19820','3','1','1','1',69,'01','40',2,336700
'-6','19820','3','1','1','5',45,'04','45',4,9600
'-6','19820','3','2','6','1',36,'01','39',1,50000
'-6','19820','3','2','1','1',60,'01','45',2,44000
'2','19820','3','1','6','5',29,'04','45',2,160000
'-6','19820','3','2','3','1',75,'01','39',1,18000
'-6','19820','3','2','6','1',61,'01','44',1,35000
'-6','19820','3','1','1','1',75,'01','39',2,60000
'-6','99998','8','2','4','1',33,'01','39',5,29000
'-6','99998','2','1','1','1',57,'01','39',3,66500
'-6','99998','2','1','1','1',34,'01','44',2,122500
'1','99999','9','1','4','1',39,'01','39',2,80000
'-6','99999','4','2','6','1',41,'03','39',6,6400
'-6','99999','9','2','4','1',58,'01','47',2,89500
'-6','99999','4','2','6','1',29,'03','37',4,0
'-6','99999','2','1','6','1',26,'01','39',2,34000
'-6','19820','3','1','6','1',61,'01','44',2,116500
'-6','99998','8','2','6','1',70,'01','39',1,1280
'-6','19820','3','1','4','1',34,'02','39',1,1600
'-6','19820','3','2','1','1',54,'01','44',4,64000
'-6','19820','3','2','4','1',58,'02','44',2,65000
'-6','19820','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','19820','3','1','1','1',51,'01','44',4,100100
'-6','19820','3','2','4','1',63,'01','42',1,12000
'-6','19820','3','1','3','1',70,'02','41',2,16000
'-6','19820','3','1','6','1',66,'01','39',1,45100
'-6','99998','8','2','4','1',49,'01','42',2,76000
'-6','99998','2','2','4','1',68,'01','39',1,131100
'-6','99998','9','1','1','1',55,'01','40',4,139600
'-6','99998','2','2','3','5',71,'01','38',1,20000
'-6','99998','2','1','4','1',64,'01','44',2,62900
'1','99999','9','2','6','1',24,'01','39',1,20000
'-6','99998','3','2','3','1',85,'02','40',2,25300
'-6','99998','8','1','4','1',70,'01','39',1,960
'-6','99998','8','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','19820','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','1',46,'01','43',4,96000
'-6','19820','3','1','1','1',49,'01','45',3,310000
'1','19820','3','1','6','1',25,'01','44',2,105000
'2','19820','3','1','1','1',72,'01','45',3,191600
'-6','19820','3','1','4','1',49,'01','39',1,40000
'-6','19820','3','1','6','1',59,'01','44',2,429000
'-6','19820','3','2','3','1',71,'01','39',2,10000
'-6','19820','3','1','1','1',46,'01','44',2,63000
'-6','19820','3','2','1','5',31,'04','45',2,185000
'-6','99998','2','2','6','1',26,'01','44',2,30000
'-6','99998','2','1','6','1',46,'01','40',1,50000
'-6','99999','9','2','4','1',78,'01','43',2,33400
'-6','99999','9','1','1','1',57,'01','40',2,135000
'-6','99999','4','1','5','1',66,'03','34',1,9300
'-6','99998','3','2','3','1',60,'02','40',2,9000
'2','99998','8','2','6','1',26,'01','44',1,35000
'-6','19820','3','1','3','1',69,'01','39',6,75000
'1','19820','3','1','1','1',28,'01','39',5,95000
'-6','19820','3','1','1','1',71,'01','39',2,100700
'-6','19820','3','2','1','1',61,'01','40',2,18000
'-6','19820','3','2','1','1',65,'01','39',2,72000
'-6','19820','3','1','1','4',49,'01','39',4,140000
'-6','19820','3','1','6','1',33,'01','44',1,100000
'-6','19820','3','1','6','1',46,'01','44',3,41000
'-6','19820','3','2','6','1',45,'01','44',2,94000
'-6','99998','9','2','6','1',37,'03','40',4,17500
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','2','1','5',34,'01','33',7,56000
'1','99999','9','1','6','1',22,'01','39',3,70000
'2','99999','2','1','6','1',26,'01','45',1,45000
'2','99998','8','2','4','1',76,'01','39',1,33200
'-6','99998','3','2','1','1',54,'02','43',2,67800
'-6','19820','3','2','6','1',44,'01','45',1,36000
'-6','19820','3','1','1','1',48,'01','43',2,90000
'-6','19820','3','2','4','1',44,'01','45',1,10000
'-6','19820','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','19820','3','1','1','5',55,'01','45',3,130500
'-6','19820','3','1','1','5',32,'04','45',2,222000
'-6','19820','3','2','1','1',40,'02','45',4,114000
'-6','35620','2','1','6','1',52,'01','45',3,213000
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','2','1','1',70,'01','39',2,30100
'-6','99999','9','1','1','5',29,'01','38',4,75000
'-6','99999','9','1','1','1',80,'01','44',2,227000
'-6','99999','4','1','4','1',59,'03','39',3,18600
'-6','99999','2','2','3','1',80,'01','34',1,10500
'-6','99998','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','19820','3','2','5','1',46,'02','39',2,77000
'-6','19820','3','2','6','1',31,'01','39',1,8000
'-6','19820','3','1','4','5',65,'02','39',1,12000
'-6','19820','3','2','1','1',64,'01','44',2,111000
'2','19820','3','1','1','1',33,'01','44',2,135000
'-6','99998','8','1','5','1',46,'01','40',1,68000
'-6','99999','4','1','1','1',75,'03','44',2,10500
'-6','19820','3','2','6','1',46,'01','37',4,17000
'-6','19820','3','2','6','1',40,'01','40',4,61000
'-6','99998','3','2','1','1',50,'01','42',3,325600
'-6','19820','3','1','1','1',64,'01','44',4,158000
'-6','19820','3','1','4','1',78,'01','39',1,130800
'-6','19820','3','2','1','4',39,'01','40',6,151800
'-6','19820','3','2','3','1',66,'02','40',3,28800
'2','19820','3','1','1','1',63,'01','44',2,189800
'-6','19820','3','1','1','1',85,'01','39',2,54400
'-6','19820','3','2','4','1',47,'01','44',1,12000
'-6','99998','9','2','1','1',31,'01','44',4,175000
'-6','99998','9','1','1','1',55,'04','40',5,80000
'-6','99998','2','1','1','1',51,'01','44',6,180040
'-6','99999','9','1','6','5',24,'01','38',3,72000
'-6','99999','9','2','1','1',70,'01','39',2,81600
'-6','99999','4','2','1','1',43,'03','40',8,34000
'1','99998','3','1','6','1',28,'01','39',4,22500
'-6','19820','3','2','4','1',63,'07','38',4,46000
'-6','19820','3','1','6','1',18,'01','40',3,180000
'-6','19820','3','2','2','1',63,'02','45',1,76000
'-6','19820','3','1','1','1',66,'01','39',2,49400
'-6','19820','3','2','4','1',55,'01','44',1,36000
'-6','19820','3','1','3','1',75,'01','46',1,153200
'-6','19820','3','2','1','1',36,'01','45',3,113000
'2','19820','3','2','3','4',79,'01','44',1,22700
'-6','19820','3','2','1','1',57,'01','44',3,152200
'-6','19820','3','1','1','1',46,'01','39',2,110000
'-6','35620','2','2','3','1',45,'01','44',1,40000
'-6','99998','2','2','6','1',57,'01','38',1,9890
'2','99998','2','1','1','1',50,'01','42',3,140000
'-6','99998','2','1','1','1',54,'01','44',4,124000
'-6','99999','9','2','4','1',75,'01','40',1,11000
'-6','99999','4','2','6','1',52,'03','41',1,44000
'-6','99998','3','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','3','1','1','5',45,'04','44',4,48000
'-6','19820','3','2','1','5',40,'01','38',4,35000
'-6','19820','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','19820','3','2','6','1',26,'01','44',1,72000
'2','19820','3','1','6','1',28,'01','45',1,51000
'2','19820','3','1','6','1',19,'01','40',2,26000
'-6','19820','3','2','6','4',41,'04','44',2,108200
'-6','19820','3','1','1','1',76,'01','39',2,70000
'-6','19820','3','1','1','1',64,'01','39',5,147000
'-6','19820','3','1','6','1',30,'01','44',2,165000
'-6','19820','3','2','3','1',79,'01','39',2,66900
'-6','19820','3','2','1','1',59,'01','45',2,45000
'-6','99998','2','2','1','1',71,'02','45',3,69000
'-6','99998','2','1','6','1',26,'01','44',1,50000
'-6','99998','2','2','4','1',85,'01','42',1,17000
'-6','99998','9','1','6','5',40,'01','32',3,30000
'-6','99999','9','2','6','1',29,'01','41',3,27000
'-6','99999','4','1','1','1',71,'03','39',3,47000
'2','99998','3','1','4','1',61,'02','39',1,19200
'-6','99998','8','1','6','1',28,'01','39',1,13800
'-6','19820','3','2','5','1',50,'02','39',2,50000
'2','19820','3','1','6','1',26,'01','44',1,110000
'-6','19820','3','1','1','1',66,'01','44',2,109000
'-6','19820','3','1','1','4',44,'02','40',5,123000
'-6','19820','3','1','1','1',74,'02','46',2,76000
'-6','19820','3','2','4','1',65,'01','40',7,64800
'-6','19820','3','2','1','1',71,'01','40',2,45800
'1','19820','3','1','6','1',29,'01','44',1,50100
'-6','19820','3','2','4','1',42,'01','40',3,18000
'2','99998','9','2','4','1',38,'01','39',3,9000
'-6','99998','2','2','3','1',66,'02','37',1,140
'1','99998','2','2','6','1',30,'01','40',1,30000
'-6','99998','6','1','1','1',45,'01','44',4,200000
'2','99998','4','1','6','1',35,'01','44',1,55000
'2','99999','6','2','3','1',70,'01','33',1,770
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','2','4','4',51,'02','40',3,73900
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','6','2','6','1',42,'01','42',1,12000
'-6','99998','4','1','4','1',68,'01','42',1,20400
'-6','99998','6','2','1','1',58,'01','42',2,30000
'-6','99999','6','1','1','1',52,'01','39',3,33000
'2','99998','4','2','6','1',20,'01','40',4,86000
'-6','99999','5','2','1','1',27,'01','36',4,30000
'-6','99998','6','1','1','1',77,'01','40',2,49030
'2','99998','6','2','1','1',32,'01','40',5,35000
'-6','99999','6','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','4','2','4','1',49,'03','47',1,14300
'1','99998','6','2','6','1',19,'01','39',4,300
'-6','99998','6','1','1','1',54,'01','38',5,86000
'2','99998','4','2','6','1',21,'01','40',2,16000
'-6','99998','5','2','3','1',85,'01','39',1,12000
'-6','99998','6','1','4','1',68,'01','41',1,790
'-6','99998','4','1','1','1',74,'01','45',2,99200
'-6','99998','6','2','4','1',85,'07','34',1,13000
'2','99998','4','1','1','5',41,'04','36',8,57000
'1','99998','6','1','4','1',33,'01','39',1,30000
'-6','99999','5','1','1','1',47,'01','44',4,102500
'-6','19100','7','2','3','1',58,'01','40',1,36000
'-6','19100','7','2','4','1',58,'01','39',2,55000
'2','19100','7','1','1','4',43,'04','46',2,220300
'-6','19100','7','1','1','1',57,'01','39',4,100000
'-6','19100','7','1','1','2',41,'02','39',5,82600
'-6','19100','7','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','7','2','6','1',31,'02','42',3,26000
'-6','16980','3','1','6','1',38,'01','44',2,76100
'-6','16980','3','2','6','1',22,'02','38',1,15000
'-6','99998','7','1','6','1',48,'02','40',3,15600
'-6','19100','7','2','2','1',47,'01','44',1,100000
'2','99998','8','2','5','1',27,'01','40',1,26000
'-6','99999','7','1','2','4',59,'01','31',1,28000
'-6','99998','7','2','1','1',49,'01','40',4,61200
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','3','1',61,'01','39',1,24500
'-6','99998','7','1','6','1',43,'01','39',1,15000
'-6','99998','7','1','1','1',33,'01','43',4,25400
'-6','99998','6','1','4','1',41,'02','36',2,15000
'1','19100','7','2','4','1',80,'01','41',1,25600
'-6','19100','7','1','1','1',51,'01','39',4,143000
'2','99998','8','2','1','5',37,'01','37',5,12000
'2','99999','7','2','6','1',60,'02','39',1,0
'-6','99999','3','2','6','1',44,'01','36',1,32700
'1','99998','7','1','6','1',22,'01','39',2,8000
'-6','99998','7','2','1','1',68,'01','40',2,36000
'-6','99998','7','2','4','1',76,'01','37',1,1680
'1','99998','7','2','6','1',29,'01','44',2,115000
'-6','99998','7','1','6','1',36,'01','40',2,3600
'2','19100','7','2','4','1',33,'02','46',4,36000
'-6','19100','7','2','1','1',80,'01','40',2,39000
'-6','19100','7','2','1','4',39,'01','44',2,0
'2','99998','8','1','4','1',57,'01','45',1,38000
'-6','99998','8','1','6','1',41,'01','40',1,50000
'-6','16980','3','1','1','1',47,'01','44',3,280550
'-6','19100','7','2','5','5',71,'01','39',1,11000
'-6','19100','7','1','3','1',85,'01','45',1,107800
'-6','99999','7','2','5','1',37,'01','39',2,7000
'-6','99998','7','1','6','2',32,'05','44',3,48000
'1','99998','7','2','5','1',37,'02','40',3,28700
'-6','99998','7','2','3','1',71,'01','40',1,19500
'-6','99998','7','1','1','1',80,'01','45',2,18000
'-6','99998','7','2','4','1',53,'01','41',1,39400
'-6','99998','7','1','1','4',37,'01','40',4,86000
'-6','99998','6','2','6','1',41,'02','32',3,18260
'-6','19100','7','2','1','1',50,'01','43',2,97400
'-6','19100','7','2','4','4',37,'04','38',3,28000
'-6','99998','8','2','4','1',44,'01','39',4,4680
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','8','2','6','1',26,'01','47',4,112010
'-6','99999','7','2','6','1',28,'02','39',2,12000
'-6','99998','7','1','4','1',37,'01','40',2,83500
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','8','2','6','1',28,'01','35',5,17800
'-6','99998','7','2','1','1',68,'01','44',2,428600
'-6','99998','7','2','4','1',69,'01','39',1,35000
'-6','16980','3','1','1','1',69,'01','40',2,87950
'-9','16980','3','2','6','1',61,'01','39',1,30000
'-6','99998','7','1','1','5',46,'01','33',2,65000
'-6','19100','7','1','4','1',39,'01','44',1,60000
'2','19100','7','1','1','1',75,'01','45',2,50300
'-6','99998','8','2','5','1',67,'01','41',1,19200
'-9','99998','8','1','4','1',58,'01','40',2,46500
'-6','99999','7','1','4','1',43,'01','42',1,25200
'-6','99998','7','1','6','1',34,'01','35',2,8800
'-6','99998','7','2','1','1',69,'07','40',2,26300
'-6','19100','7','2','6','1',27,'02','39',3,26000
'1','19100','7','2','1','5',33,'01','40',4,21000
'-6','99999','7','1','1','1',37,'01','39',6,168000
'-6','99998','7','2','4','1',73,'01','39',4,20760
'-6','99998','7','1','4','1',61,'01','43',1,26400
'1','99998','7','1','6','1',22,'01','40',2,45000
'-6','99998','6','1','1','1',58,'01','39',2,120000
'-6','19100','7','1','1','5',46,'01','39',5,91000
'-6','19100','7','2','1','1',80,'01','40',2,72300
'-6','19100','7','1','1','1',48,'01','40',2,240000
'-6','19100','7','2','1','1',36,'01','39',4,195000
'-6','99998','8','1','1','4',64,'01','32',3,26000
'-6','99999','7','1','1','1',37,'01','39',3,33000
'-6','16980','3','1','1','1',64,'01','39',2,36500
'1','99998','7','2','4','1',57,'01','37',1,8400
'-6','99998','7','2','3','1',79,'01','35',2,31200
'-6','99999','3','2','3','1',70,'01','45',1,11500
'-6','99998','4','2','1','1',40,'01','40',5,80100
'-6','99998','3','1','1','1',72,'01','41',2,22800
'1','99998','4','2','4','1',25,'01','39',3,27000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99999','4','2','1','1',80,'01','44',4,42100
'-6','99998','8','2','3','1',85,'01','39',1,23000
'-6','99999','3','2','6','1',66,'01','40',1,14330
'-6','99998','4','2','1','1',79,'01','38',2,34300
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','2','6','1',32,'01','39',4,21000
'-6','99998','4','2','1','1',59,'01','39',2,55600
'2','99999','4','1','6','1',67,'01','39',1,22000
'-6','99999','3','1','4','1',49,'01','40',1,300
'-6','99998','4','1','1','1',58,'01','39',2,12360
'2','99999','4','2','4','1',53,'01','40',1,27004
'2','99998','3','1','4','1',54,'01','39',1,12200
'-6','99999','4','1','1','1',53,'01','39',3,92580
'-6','99999','4','2','3','1',71,'01','41',1,14000
'-6','99998','8','2','1','1',51,'01','44',2,366000
'-6','99999','3','2','6','1',30,'01','38',2,14000
'-6','99999','3','1','1','1',68,'01','35',2,38000
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','6','1',34,'01','37',5,32600
'-6','99999','3','2','4','1',70,'01','40',1,17600
'-6','99999','4','2','4','1',35,'01','39',1,9980
'-6','99998','3','2','5','1',33,'01','40',1,8000
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','1','4','3',47,'01','44',1,55000
'-6','99998','4','2','1','1',72,'01','39',2,0
'2','99998','3','1','1','1',80,'01','44',2,105200
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','1','1','1',47,'01','39',3,28000
'2','99999','4','1','2','5',53,'01','39',1,55000
